latitude, longitude
45.57541, -121.81815
45.57541, -121.68154
45.57541, -121.54493
45.57541, -121.40833
45.57541, -121.27172
45.57541, -121.13511
45.57541, -120.99851
45.57541, -120.86190
45.57541, -120.72529
45.57541, -120.58869
45.57541, -120.45208
45.57541, -120.31547
45.57541, -120.17887
45.57541, -120.04226
45.57541, -119.90565
45.57541, -119.76905
45.57541, -119.63244
45.57541, -119.49583
45.57541, -119.35922
45.57541, -119.22262
45.57541, -119.08601
45.57541, -118.94940
45.57541, -118.81280
45.57541, -118.67619
45.57541, -118.53958
45.57541, -118.40298
45.57541, -118.26637
45.57541, -118.12976
45.57541, -117.99316
45.57541, -117.85655
45.57541, -117.71994
45.57541, -117.58334
45.57541, -117.44673
45.57541, -117.31012
45.57541, -117.17352
45.57541, -117.03691
45.57541, -116.90030
45.57541, -116.76370
45.57541, -116.62709
45.57541, -116.49048
45.57541, -116.35388
45.68357, -125.09671
45.68357, -124.96010
45.68357, -124.82350
45.68357, -124.68689
45.68357, -124.55028
45.68357, -124.41368
45.68357, -124.27707
45.68357, -124.14046
45.68357, -124.00386
45.68357, -123.86725
45.68357, -123.73064
45.68357, -123.59404
45.68357, -123.45743
45.68357, -123.32082
45.68357, -123.18422
45.68357, -123.04761
45.68357, -122.91100
45.68357, -122.77439
45.68357, -122.63779
45.68357, -122.50118
45.68357, -122.36457
45.68357, -122.22797
45.68357, -122.09136
45.68357, -121.95475
45.68357, -121.81815
45.68357, -121.68154
45.68357, -121.54493
45.68357, -121.40833
45.68357, -121.27172
45.68357, -121.13511
45.68357, -120.99851
45.68357, -120.86190
45.68357, -120.72529
45.68357, -120.58869
45.68357, -120.45208
45.68357, -120.31547
45.68357, -120.17887
45.68357, -120.04226
45.68357, -119.90565
45.68357, -119.76905
45.68357, -119.63244
45.68357, -119.49583
45.68357, -119.35922
45.68357, -119.22262
45.68357, -119.08601
45.68357, -118.94940
45.68357, -118.81280
45.68357, -118.67619
45.68357, -118.53958
45.68357, -118.40298
45.68357, -118.26637
45.68357, -118.12976
45.68357, -117.99316
45.68357, -117.85655
45.68357, -117.71994
45.68357, -117.58334
45.68357, -117.44673
45.68357, -117.31012
45.68357, -117.17352
45.68357, -117.03691
45.68357, -116.90030
45.68357, -116.76370
45.68357, -116.62709
45.68357, -116.49048
45.68357, -116.35388
45.79173, -125.09671
45.79173, -124.96010
45.79173, -124.82350
45.79173, -124.68689
45.79173, -124.55028
45.79173, -124.41368
45.79173, -124.27707
45.79173, -124.14046
45.79173, -124.00386
45.79173, -123.86725
45.79173, -123.73064
45.79173, -123.59404
45.79173, -123.45743
45.79173, -123.32082
45.79173, -123.18422
45.79173, -123.04761
45.79173, -122.91100
45.79173, -122.77439
45.79173, -122.63779
45.79173, -122.50118
45.79173, -122.36457
45.79173, -122.22797
45.79173, -122.09136
45.79173, -121.95475
45.79173, -121.81815
45.79173, -121.68154
45.79173, -121.54493
45.79173, -121.40833
45.79173, -121.27172
45.79173, -121.13511
45.79173, -120.99851
45.79173, -120.86190
45.79173, -120.72529
45.79173, -120.58869
45.79173, -120.45208
45.79173, -120.31547
45.79173, -120.17887
45.79173, -120.04226
45.79173, -119.90565
45.79173, -119.76905
45.79173, -119.63244
45.79173, -119.49583
45.79173, -119.35922
45.79173, -119.22262
45.79173, -119.08601
45.79173, -118.94940
45.79173, -118.81280
45.79173, -118.67619
45.79173, -118.53958
45.79173, -118.40298
45.79173, -118.26637
45.79173, -118.12976
45.79173, -117.99316
45.79173, -117.85655
45.79173, -117.71994
45.79173, -117.58334
45.79173, -117.44673
45.79173, -117.31012
45.79173, -117.17352
45.79173, -117.03691
45.79173, -116.90030
45.79173, -116.76370
45.79173, -116.62709
45.79173, -116.49048
45.79173, -116.35388
45.89989, -125.09671
45.89989, -124.96010
45.89989, -124.82350
45.89989, -124.68689
45.89989, -124.55028
45.89989, -124.41368
45.89989, -124.27707
45.89989, -124.14046
45.89989, -124.00386
45.89989, -123.86725
45.89989, -123.73064
45.89989, -123.59404
45.89989, -123.45743
45.89989, -123.32082
45.89989, -123.18422
45.89989, -123.04761
45.89989, -122.91100
45.89989, -122.77439
45.89989, -122.63779
45.89989, -122.50118
45.89989, -122.36457
45.89989, -122.22797
45.89989, -122.09136
45.89989, -121.95475
45.89989, -121.81815
45.89989, -121.68154
45.89989, -121.54493
45.89989, -121.40833
45.89989, -121.27172
45.89989, -121.13511
45.89989, -120.99851
45.89989, -120.86190
45.89989, -120.72529
45.89989, -120.58869
45.89989, -120.45208
45.89989, -120.31547
45.89989, -120.17887
45.89989, -120.04226
45.89989, -119.90565
45.89989, -119.76905
45.89989, -119.63244
45.89989, -119.49583
45.89989, -119.35922
45.89989, -119.22262
45.89989, -119.08601
45.89989, -118.94940
45.89989, -118.81280
45.89989, -118.67619
45.89989, -118.53958
45.89989, -118.40298
45.89989, -118.26637
45.89989, -118.12976
45.89989, -117.99316
45.89989, -117.85655
45.89989, -117.71994
45.89989, -117.58334
45.89989, -117.44673
45.89989, -117.31012
45.89989, -117.17352
45.89989, -117.03691
45.89989, -116.90030
45.89989, -116.76370
45.89989, -116.62709
45.89989, -116.49048
45.89989, -116.35388
46.00805, -125.09671
46.00805, -124.96010
46.00805, -124.82350
46.00805, -124.68689
46.00805, -124.55028
46.00805, -124.41368
46.00805, -124.27707
46.00805, -124.14046
46.00805, -124.00386
46.00805, -123.86725
46.00805, -123.73064
46.00805, -123.59404
46.00805, -123.45743
46.00805, -123.32082
46.00805, -123.18422
46.00805, -123.04761
46.00805, -122.91100
46.00805, -122.77439
46.00805, -122.63779
46.00805, -122.50118
46.00805, -122.36457
46.00805, -122.22797
46.00805, -122.09136
46.00805, -121.95475
46.00805, -121.81815
46.00805, -121.68154
46.00805, -121.54493
46.00805, -121.40833
46.00805, -121.27172
46.00805, -121.13511
46.00805, -120.99851
46.00805, -120.86190
46.00805, -120.72529
46.00805, -120.58869
46.00805, -120.45208
46.00805, -120.31547
46.00805, -120.17887
46.00805, -120.04226
46.00805, -119.90565
46.00805, -119.76905
46.00805, -119.63244
46.00805, -119.49583
46.00805, -119.35922
46.00805, -119.22262
46.00805, -119.08601
46.00805, -118.94940
46.00805, -118.81280
46.00805, -118.67619
46.00805, -118.53958
46.00805, -118.40298
46.00805, -118.26637
46.00805, -118.12976
46.00805, -117.99316
46.00805, -117.85655
46.00805, -117.71994
46.00805, -117.58334
46.00805, -117.44673
46.00805, -117.31012
46.00805, -117.17352
46.00805, -117.03691
46.00805, -116.90030
46.00805, -116.76370
46.00805, -116.62709
46.00805, -116.49048
46.00805, -116.35388
46.11620, -125.09671
46.11620, -124.96010
46.11620, -124.82350
46.11620, -124.68689
46.11620, -124.55028
46.11620, -124.41368
46.11620, -124.27707
46.11620, -124.14046
46.11620, -124.00386
46.11620, -123.86725
46.11620, -123.73064
46.11620, -123.59404
46.11620, -123.45743
46.11620, -123.32082
46.11620, -123.18422
46.11620, -123.04761
46.11620, -122.91100
46.11620, -122.77439
46.11620, -122.63779
46.11620, -122.50118
46.11620, -122.36457
46.11620, -122.22797
46.11620, -122.09136
46.11620, -121.95475
46.11620, -121.81815
46.11620, -121.68154
46.11620, -121.54493
46.11620, -121.40833
46.11620, -121.27172
46.11620, -121.13511
46.11620, -120.99851
46.11620, -120.86190
46.11620, -120.72529
46.11620, -120.58869
46.11620, -120.45208
46.11620, -120.31547
46.11620, -120.17887
46.11620, -120.04226
46.11620, -119.90565
46.11620, -119.76905
46.11620, -119.63244
46.11620, -119.49583
46.11620, -119.35922
46.11620, -119.22262
46.11620, -119.08601
46.11620, -118.94940
46.11620, -118.81280
46.11620, -118.67619
46.11620, -118.53958
46.11620, -118.40298
46.11620, -118.26637
46.11620, -118.12976
46.11620, -117.99316
46.11620, -117.85655
46.11620, -117.71994
46.11620, -117.58334
46.11620, -117.44673
46.11620, -117.31012
46.11620, -117.17352
46.11620, -117.03691
46.11620, -116.90030
46.11620, -116.76370
46.11620, -116.62709
46.11620, -116.49048
46.11620, -116.35388
46.22436, -125.09671
46.22436, -124.96010
46.22436, -124.82350
46.22436, -124.68689
46.22436, -124.55028
46.22436, -124.41368
46.22436, -124.27707
46.22436, -124.14046
46.22436, -124.00386
46.22436, -123.86725
46.22436, -123.73064
46.22436, -123.59404
46.22436, -123.45743
46.22436, -123.32082
46.22436, -123.18422
46.22436, -123.04761
46.22436, -122.91100
46.22436, -122.77439
46.22436, -122.63779
46.22436, -122.50118
46.22436, -122.36457
46.22436, -122.22797
46.22436, -122.09136
46.22436, -121.95475
46.22436, -121.81815
46.22436, -121.68154
46.22436, -121.54493
46.22436, -121.40833
46.22436, -121.27172
46.22436, -121.13511
46.22436, -120.99851
46.22436, -120.86190
46.22436, -120.72529
46.22436, -120.58869
46.22436, -120.45208
46.22436, -120.31547
46.22436, -120.17887
46.22436, -120.04226
46.22436, -119.90565
46.22436, -119.76905
46.22436, -119.63244
46.22436, -119.49583
46.22436, -119.35922
46.22436, -119.22262
46.22436, -119.08601
46.22436, -118.94940
46.22436, -118.81280
46.22436, -118.67619
46.22436, -118.53958
46.22436, -118.40298
46.22436, -118.26637
46.22436, -118.12976
46.22436, -117.99316
46.22436, -117.85655
46.22436, -117.71994
46.22436, -117.58334
46.22436, -117.44673
46.22436, -117.31012
46.22436, -117.17352
46.22436, -117.03691
46.22436, -116.90030
46.22436, -116.76370
46.22436, -116.62709
46.22436, -116.49048
46.22436, -116.35388
46.33252, -125.09671
46.33252, -124.96010
46.33252, -124.82350
46.33252, -124.68689
46.33252, -124.55028
46.33252, -124.41368
46.33252, -124.27707
46.33252, -124.14046
46.33252, -124.00386
46.33252, -123.86725
46.33252, -123.73064
46.33252, -123.59404
46.33252, -123.45743
46.33252, -123.32082
46.33252, -123.18422
46.33252, -123.04761
46.33252, -122.91100
46.33252, -122.77439
46.33252, -122.63779
46.33252, -122.50118
46.33252, -122.36457
46.33252, -122.22797
46.33252, -122.09136
46.33252, -121.95475
46.33252, -121.81815
46.33252, -121.68154
46.33252, -121.54493
46.33252, -121.40833
46.33252, -121.27172
46.33252, -121.13511
46.33252, -120.99851
46.33252, -120.86190
46.33252, -120.72529
46.33252, -120.58869
46.33252, -120.45208
46.33252, -120.31547
46.33252, -120.17887
46.33252, -120.04226
46.33252, -119.90565
46.33252, -119.76905
46.33252, -119.63244
46.33252, -119.49583
46.33252, -119.35922
46.33252, -119.22262
46.33252, -119.08601
46.33252, -118.94940
46.33252, -118.81280
46.33252, -118.67619
46.33252, -118.53958
46.33252, -118.40298
46.33252, -118.26637
46.33252, -118.12976
46.33252, -117.99316
46.33252, -117.85655
46.33252, -117.71994
46.33252, -117.58334
46.33252, -117.44673
46.33252, -117.31012
46.33252, -117.17352
46.33252, -117.03691
46.33252, -116.90030
46.33252, -116.76370
46.33252, -116.62709
46.33252, -116.49048
46.33252, -116.35388
46.44068, -125.09671
46.44068, -124.96010
46.44068, -124.82350
46.44068, -124.68689
46.44068, -124.55028
46.44068, -124.41368
46.44068, -124.27707
46.44068, -124.14046
46.44068, -124.00386
46.44068, -123.86725
46.44068, -123.73064
46.44068, -123.59404
46.44068, -123.45743
46.44068, -123.32082
46.44068, -123.18422
46.44068, -123.04761
46.44068, -122.91100
46.44068, -122.77439
46.44068, -122.63779
46.44068, -122.50118
46.44068, -122.36457
46.44068, -122.22797
46.44068, -122.09136
46.44068, -121.95475
46.44068, -121.81815
46.44068, -121.68154
46.44068, -121.54493
46.44068, -121.40833
46.44068, -121.27172
46.44068, -121.13511
46.44068, -120.99851
46.44068, -120.86190
46.44068, -120.72529
46.44068, -120.58869
46.44068, -120.45208
46.44068, -120.31547
46.44068, -120.17887
46.44068, -120.04226
46.44068, -119.90565
46.44068, -119.76905
46.44068, -119.63244
46.44068, -119.49583
46.44068, -119.35922
46.44068, -119.22262
46.44068, -119.08601
46.44068, -118.94940
46.44068, -118.81280
46.44068, -118.67619
46.44068, -118.53958
46.44068, -118.40298
46.44068, -118.26637
46.44068, -118.12976
46.44068, -117.99316
46.44068, -117.85655
46.44068, -117.71994
46.44068, -117.58334
46.44068, -117.44673
46.44068, -117.31012
46.44068, -117.17352
46.44068, -117.03691
46.44068, -116.90030
46.44068, -116.76370
46.44068, -116.62709
46.44068, -116.49048
46.44068, -116.35388
46.54884, -125.09671
46.54884, -124.96010
46.54884, -124.82350
46.54884, -124.68689
46.54884, -124.55028
46.54884, -124.41368
46.54884, -124.27707
46.54884, -124.14046
46.54884, -124.00386
46.54884, -123.86725
46.54884, -123.73064
46.54884, -123.59404
46.54884, -123.45743
46.54884, -123.32082
46.54884, -123.18422
46.54884, -123.04761
46.54884, -122.91100
46.54884, -122.77439
46.54884, -122.63779
46.54884, -122.50118
46.54884, -122.36457
46.54884, -122.22797
46.54884, -122.09136
46.54884, -121.95475
46.54884, -121.81815
46.54884, -121.68154
46.54884, -121.54493
46.54884, -121.40833
46.54884, -121.27172
46.54884, -121.13511
46.54884, -120.99851
46.54884, -120.86190
46.54884, -120.72529
46.54884, -120.58869
46.54884, -120.45208
46.54884, -120.31547
46.54884, -120.17887
46.54884, -120.04226
46.54884, -119.90565
46.54884, -119.76905
46.54884, -119.63244
46.54884, -119.49583
46.54884, -119.35922
46.54884, -119.22262
46.54884, -119.08601
46.54884, -118.94940
46.54884, -118.81280
46.54884, -118.67619
46.54884, -118.53958
46.54884, -118.40298
46.54884, -118.26637
46.54884, -118.12976
46.54884, -117.99316
46.54884, -117.85655
46.54884, -117.71994
46.54884, -117.58334
46.54884, -117.44673
46.54884, -117.31012
46.54884, -117.17352
46.54884, -117.03691
46.54884, -116.90030
46.54884, -116.76370
46.54884, -116.62709
46.54884, -116.49048
46.54884, -116.35388
46.65700, -125.09671
46.65700, -124.96010
46.65700, -124.82350
46.65700, -124.68689
46.65700, -124.55028
46.65700, -124.41368
46.65700, -124.27707
46.65700, -124.14046
46.65700, -124.00386
46.65700, -123.86725
46.65700, -123.73064
46.65700, -123.59404
46.65700, -123.45743
46.65700, -123.32082
46.65700, -123.18422
46.65700, -123.04761
46.65700, -122.91100
46.65700, -122.77439
46.65700, -122.63779
46.65700, -122.50118
46.65700, -122.36457
46.65700, -122.22797
46.65700, -122.09136
46.65700, -121.95475
46.65700, -121.81815
46.65700, -121.68154
46.65700, -121.54493
46.65700, -121.40833
46.65700, -121.27172
46.65700, -121.13511
46.65700, -120.99851
46.65700, -120.86190
46.65700, -120.72529
46.65700, -120.58869
46.65700, -120.45208
46.65700, -120.31547
46.65700, -120.17887
46.65700, -120.04226
46.65700, -119.90565
46.65700, -119.76905
46.65700, -119.63244
46.65700, -119.49583
46.65700, -119.35922
46.65700, -119.22262
46.65700, -119.08601
46.65700, -118.94940
46.65700, -118.81280
46.65700, -118.67619
46.65700, -118.53958
46.65700, -118.40298
46.65700, -118.26637
46.65700, -118.12976
46.65700, -117.99316
46.65700, -117.85655
46.65700, -117.71994
46.65700, -117.58334
46.65700, -117.44673
46.65700, -117.31012
46.65700, -117.17352
46.65700, -117.03691
46.65700, -116.90030
46.65700, -116.76370
46.65700, -116.62709
46.65700, -116.49048
46.65700, -116.35388
46.76516, -125.09671
46.76516, -124.96010
46.76516, -124.82350
46.76516, -124.68689
46.76516, -124.55028
46.76516, -124.41368
46.76516, -124.27707
46.76516, -124.14046
46.76516, -124.00386
46.76516, -123.86725
46.76516, -123.73064
46.76516, -123.59404
46.76516, -123.45743
46.76516, -123.32082
46.76516, -123.18422
46.76516, -123.04761
46.76516, -122.91100
46.76516, -122.77439
46.76516, -122.63779
46.76516, -122.50118
46.76516, -122.36457
46.76516, -122.22797
46.76516, -122.09136
46.76516, -121.95475
46.76516, -121.81815
46.76516, -121.68154
46.76516, -121.54493
46.76516, -121.40833
46.76516, -121.27172
46.76516, -121.13511
46.76516, -120.99851
46.76516, -120.86190
46.76516, -120.72529
46.76516, -120.58869
46.76516, -120.45208
46.76516, -120.31547
46.76516, -120.17887
46.76516, -120.04226
46.76516, -119.90565
46.76516, -119.76905
46.76516, -119.63244
46.76516, -119.49583
46.76516, -119.35922
46.76516, -119.22262
46.76516, -119.08601
46.76516, -118.94940
46.76516, -118.81280
46.76516, -118.67619
46.76516, -118.53958
46.76516, -118.40298
46.76516, -118.26637
46.76516, -118.12976
46.76516, -117.99316
46.76516, -117.85655
46.76516, -117.71994
46.76516, -117.58334
46.76516, -117.44673
46.76516, -117.31012
46.76516, -117.17352
46.76516, -117.03691
46.76516, -116.90030
46.76516, -116.76370
46.76516, -116.62709
46.76516, -116.49048
46.76516, -116.35388
46.87332, -125.09671
46.87332, -124.96010
46.87332, -124.82350
46.87332, -124.68689
46.87332, -124.55028
46.87332, -124.41368
46.87332, -124.27707
46.87332, -124.14046
46.87332, -124.00386
46.87332, -123.86725
46.87332, -123.73064
46.87332, -123.59404
46.87332, -123.45743
46.87332, -123.32082
46.87332, -123.18422
46.87332, -123.04761
46.87332, -122.91100
46.87332, -122.77439
46.87332, -122.63779
46.87332, -122.50118
46.87332, -122.36457
46.87332, -122.22797
46.87332, -122.09136
46.87332, -121.95475
46.87332, -121.81815
46.87332, -121.68154
46.87332, -121.54493
46.87332, -121.40833
46.87332, -121.27172
46.87332, -121.13511
46.87332, -120.99851
46.87332, -120.86190
46.87332, -120.72529
46.87332, -120.58869
46.87332, -120.45208
46.87332, -120.31547
46.87332, -120.17887
46.87332, -120.04226
46.87332, -119.90565
46.87332, -119.76905
46.87332, -119.63244
46.87332, -119.49583
46.87332, -119.35922
46.87332, -119.22262
46.87332, -119.08601
46.87332, -118.94940
46.87332, -118.81280
46.87332, -118.67619
46.87332, -118.53958
46.87332, -118.40298
46.87332, -118.26637
46.87332, -118.12976
46.87332, -117.99316
46.87332, -117.85655
46.87332, -117.71994
46.87332, -117.58334
46.87332, -117.44673
46.87332, -117.31012
46.87332, -117.17352
46.87332, -117.03691
46.87332, -116.90030
46.87332, -116.76370
46.87332, -116.62709
46.87332, -116.49048
46.87332, -116.35388
46.98148, -125.09671
46.98148, -124.96010
46.98148, -124.82350
46.98148, -124.68689
46.98148, -124.55028
46.98148, -124.41368
46.98148, -124.27707
46.98148, -124.14046
46.98148, -124.00386
46.98148, -123.86725
46.98148, -123.73064
46.98148, -123.59404
46.98148, -123.45743
46.98148, -123.32082
46.98148, -123.18422
46.98148, -123.04761
46.98148, -122.91100
46.98148, -122.77439
46.98148, -122.63779
46.98148, -122.50118
46.98148, -122.36457
46.98148, -122.22797
46.98148, -122.09136
46.98148, -121.95475
46.98148, -121.81815
46.98148, -121.68154
46.98148, -121.54493
46.98148, -121.40833
46.98148, -121.27172
46.98148, -121.13511
46.98148, -120.99851
46.98148, -120.86190
46.98148, -120.72529
46.98148, -120.58869
46.98148, -120.45208
46.98148, -120.31547
46.98148, -120.17887
46.98148, -120.04226
46.98148, -119.90565
46.98148, -119.76905
46.98148, -119.63244
46.98148, -119.49583
46.98148, -119.35922
46.98148, -119.22262
46.98148, -119.08601
46.98148, -118.94940
46.98148, -118.81280
46.98148, -118.67619
46.98148, -118.53958
46.98148, -118.40298
46.98148, -118.26637
46.98148, -118.12976
46.98148, -117.99316
46.98148, -117.85655
46.98148, -117.71994
46.98148, -117.58334
46.98148, -117.44673
46.98148, -117.31012
46.98148, -117.17352
46.98148, -117.03691
46.98148, -116.90030
46.98148, -116.76370
46.98148, -116.62709
46.98148, -116.49048
46.98148, -116.35388
47.08964, -125.09671
47.08964, -124.96010
47.08964, -124.82350
47.08964, -124.68689
47.08964, -124.55028
47.08964, -124.41368
47.08964, -124.27707
47.08964, -124.14046
47.08964, -124.00386
47.08964, -123.86725
47.08964, -123.73064
47.08964, -123.59404
47.08964, -123.45743
47.08964, -123.32082
47.08964, -123.18422
47.08964, -123.04761
47.08964, -122.91100
47.08964, -122.77439
47.08964, -122.63779
47.08964, -122.50118
47.08964, -122.36457
47.08964, -122.22797
47.08964, -122.09136
47.08964, -121.95475
47.08964, -121.81815
47.08964, -121.68154
47.08964, -121.54493
47.08964, -121.40833
47.08964, -121.27172
47.08964, -121.13511
47.08964, -120.99851
47.08964, -120.86190
47.08964, -120.72529
47.08964, -120.58869
47.08964, -120.45208
47.08964, -120.31547
47.08964, -120.17887
47.08964, -120.04226
47.08964, -119.90565
47.08964, -119.76905
47.08964, -119.63244
47.08964, -119.49583
47.08964, -119.35922
47.08964, -119.22262
47.08964, -119.08601
47.08964, -118.94940
47.08964, -118.81280
47.08964, -118.67619
47.08964, -118.53958
47.08964, -118.40298
47.08964, -118.26637
47.08964, -118.12976
47.08964, -117.99316
47.08964, -117.85655
47.08964, -117.71994
47.08964, -117.58334
47.08964, -117.44673
47.08964, -117.31012
47.08964, -117.17352
47.08964, -117.03691
47.08964, -116.90030
47.08964, -116.76370
47.08964, -116.62709
47.08964, -116.49048
47.08964, -116.35388
47.19780, -125.09671
47.19780, -124.96010
47.19780, -124.82350
47.19780, -124.68689
47.19780, -124.55028
47.19780, -124.41368
47.19780, -124.27707
47.19780, -124.14046
47.19780, -124.00386
47.19780, -123.86725
47.19780, -123.73064
47.19780, -123.59404
47.19780, -123.45743
47.19780, -123.32082
47.19780, -123.18422
47.19780, -123.04761
47.19780, -122.91100
47.19780, -122.77439
47.19780, -122.63779
47.19780, -122.50118
47.19780, -122.36457
47.19780, -122.22797
47.19780, -122.09136
47.19780, -121.95475
47.19780, -121.81815
47.19780, -121.68154
47.19780, -121.54493
47.19780, -121.40833
47.19780, -121.27172
47.19780, -121.13511
47.19780, -120.99851
47.19780, -120.86190
47.19780, -120.72529
47.19780, -120.58869
47.19780, -120.45208
47.19780, -120.31547
